date,base_currency,target_currency,rate,_fivetran_synced
2026-01-28,GBP,USD,1.2865,2026-01-28T00:49:00Z
2026-01-28,GBP,EUR,1.162,2026-01-28T11:50:00Z
2026-01-28,GBP,CAD,1.7399,2026-01-28T12:52:00Z
2026-01-28,GBP,AUD,1.9332,2026-01-28T20:00:00Z
2026-01-29,GBP,USD,1.2689,2026-01-29T16:48:00Z
2026-01-29,GBP,EUR,1.1881,2026-01-29T12:14:00Z
2026-01-29,GBP,CAD,1.7091,2026-01-29T23:13:00Z
2026-01-29,GBP,AUD,1.929,2026-01-29T16:37:00Z
2026-01-30,GBP,USD,1.2814,2026-01-30T14:46:00Z
2026-01-30,GBP,EUR,1.1826,2026-01-30T10:50:00Z
2026-01-30,GBP,CAD,1.7034,2026-01-30T06:27:00Z
2026-01-30,GBP,AUD,1.9408,2026-01-30T22:26:00Z
2026-01-31,GBP,USD,1.2584,2026-01-31T14:54:00Z
2026-01-31,GBP,EUR,1.1723,2026-01-31T11:08:00Z
2026-01-31,GBP,CAD,1.7231,2026-01-31T04:19:00Z
2026-01-31,GBP,AUD,1.9477,2026-01-31T00:31:00Z
2026-02-01,GBP,USD,1.2824,2026-02-01T11:21:00Z
2026-02-01,GBP,EUR,1.159,2026-02-01T13:43:00Z
2026-02-01,GBP,CAD,1.7301,2026-02-01T22:34:00Z
2026-02-01,GBP,AUD,1.922,2026-02-01T18:01:00Z
2026-02-02,GBP,USD,1.2727,2026-02-02T01:59:00Z
2026-02-02,GBP,EUR,1.1556,2026-02-02T10:36:00Z
2026-02-02,GBP,CAD,1.7252,2026-02-02T19:58:00Z
2026-02-02,GBP,AUD,1.9343,2026-02-02T12:24:00Z
2026-02-03,GBP,USD,1.2582,2026-02-03T12:04:00Z
2026-02-03,GBP,EUR,1.1714,2026-02-03T06:30:00Z
2026-02-03,GBP,CAD,1.7043,2026-02-03T18:28:00Z
2026-02-03,GBP,AUD,1.9356,2026-02-03T09:05:00Z
2026-02-04,GBP,USD,1.2569,2026-02-04T21:35:00Z
2026-02-04,GBP,EUR,1.1571,2026-02-04T22:38:00Z
2026-02-04,GBP,CAD,1.7195,2026-02-04T05:12:00Z
2026-02-04,GBP,AUD,1.9128,2026-02-04T12:18:00Z
2026-02-05,GBP,USD,1.2582,2026-02-05T09:42:00Z
2026-02-05,GBP,EUR,1.171,2026-02-05T14:03:00Z
2026-02-05,GBP,CAD,1.7147,2026-02-05T00:10:00Z
2026-02-05,GBP,AUD,1.9231,2026-02-05T13:25:00Z
2026-02-06,GBP,USD,1.2563,2026-02-06T03:08:00Z
2026-02-06,GBP,EUR,1.1715,2026-02-06T15:47:00Z
2026-02-06,GBP,CAD,1.7028,2026-02-06T06:08:00Z
2026-02-06,GBP,AUD,1.9448,2026-02-06T09:27:00Z
2026-02-07,GBP,USD,1.2827,2026-02-07T21:30:00Z
2026-02-07,GBP,EUR,1.1564,2026-02-07T18:19:00Z
2026-02-07,GBP,CAD,1.7235,2026-02-07T16:45:00Z
2026-02-07,GBP,AUD,1.9374,2026-02-07T08:12:00Z
2026-02-08,GBP,USD,1.2503,2026-02-08T04:28:00Z
2026-02-08,GBP,EUR,1.1526,2026-02-08T12:38:00Z
2026-02-08,GBP,CAD,1.7323,2026-02-08T16:21:00Z
2026-02-08,GBP,AUD,1.9464,2026-02-08T15:29:00Z
2026-02-09,GBP,USD,1.2685,2026-02-09T01:47:00Z
2026-02-09,GBP,EUR,1.1536,2026-02-09T20:56:00Z
2026-02-09,GBP,CAD,1.7368,2026-02-09T11:44:00Z
2026-02-09,GBP,AUD,1.9437,2026-02-09T09:25:00Z
2026-02-10,GBP,USD,1.2745,2026-02-10T05:26:00Z
2026-02-10,GBP,EUR,1.16,2026-02-10T19:46:00Z
2026-02-10,GBP,CAD,1.7173,2026-02-10T12:58:00Z
2026-02-10,GBP,AUD,1.9364,2026-02-10T22:36:00Z
2026-02-11,GBP,USD,1.2538,2026-02-11T22:02:00Z
2026-02-11,GBP,EUR,1.1596,2026-02-11T05:17:00Z
2026-02-11,GBP,CAD,1.7353,2026-02-11T17:18:00Z
2026-02-11,GBP,AUD,1.9367,2026-02-11T02:44:00Z
2026-02-12,GBP,USD,1.2791,2026-02-12T06:58:00Z
2026-02-12,GBP,EUR,1.1697,2026-02-12T17:07:00Z
2026-02-12,GBP,CAD,1.7398,2026-02-12T02:48:00Z
2026-02-12,GBP,AUD,1.9142,2026-02-12T10:26:00Z
2026-02-13,GBP,USD,1.268,2026-02-13T08:13:00Z
2026-02-13,GBP,EUR,1.1702,2026-02-13T14:01:00Z
2026-02-13,GBP,CAD,1.7029,2026-02-13T22:43:00Z
2026-02-13,GBP,AUD,1.94,2026-02-13T12:21:00Z
2026-02-14,GBP,USD,1.2798,2026-02-14T06:25:00Z
2026-02-14,GBP,EUR,1.1515,2026-02-14T08:07:00Z
2026-02-14,GBP,CAD,1.7284,2026-02-14T04:20:00Z
2026-02-14,GBP,AUD,1.9368,2026-02-14T14:31:00Z
2026-02-15,GBP,USD,1.2685,2026-02-15T02:35:00Z
2026-02-15,GBP,EUR,1.1763,2026-02-15T22:28:00Z
2026-02-15,GBP,CAD,1.7056,2026-02-15T08:53:00Z
2026-02-15,GBP,AUD,1.9165,2026-02-15T00:38:00Z
2026-02-16,GBP,USD,1.254,2026-02-16T09:07:00Z
2026-02-16,GBP,EUR,1.1714,2026-02-16T12:10:00Z
2026-02-16,GBP,CAD,1.7031,2026-02-16T00:43:00Z
2026-02-16,GBP,AUD,1.9209,2026-02-16T14:22:00Z
2026-02-17,GBP,USD,1.2571,2026-02-17T22:02:00Z
2026-02-17,GBP,EUR,1.1857,2026-02-17T17:13:00Z
2026-02-17,GBP,CAD,1.7177,2026-02-17T01:53:00Z
2026-02-17,GBP,AUD,1.9354,2026-02-17T16:41:00Z
2026-02-18,GBP,USD,1.2765,2026-02-18T21:57:00Z
2026-02-18,GBP,EUR,1.1541,2026-02-18T22:19:00Z
2026-02-18,GBP,CAD,1.7178,2026-02-18T19:00:00Z
2026-02-18,GBP,AUD,1.9119,2026-02-18T12:49:00Z
2026-02-19,GBP,USD,1.2581,2026-02-19T07:23:00Z
2026-02-19,GBP,EUR,1.1864,2026-02-19T06:05:00Z
2026-02-19,GBP,CAD,1.7006,2026-02-19T00:00:00Z
2026-02-19,GBP,AUD,1.9235,2026-02-19T06:43:00Z
2026-02-20,GBP,USD,1.2768,2026-02-20T07:56:00Z
2026-02-20,GBP,EUR,1.1539,2026-02-20T21:10:00Z
2026-02-20,GBP,CAD,1.729,2026-02-20T01:26:00Z
2026-02-20,GBP,AUD,1.9305,2026-02-20T10:20:00Z
2026-02-21,GBP,USD,1.2725,2026-02-21T06:39:00Z
2026-02-21,GBP,EUR,1.1583,2026-02-21T17:25:00Z
2026-02-21,GBP,CAD,1.7376,2026-02-21T03:14:00Z
2026-02-21,GBP,AUD,1.9186,2026-02-21T11:20:00Z
2026-02-22,GBP,USD,1.2569,2026-02-22T12:41:00Z
2026-02-22,GBP,EUR,1.1626,2026-02-22T12:13:00Z
2026-02-22,GBP,CAD,1.7184,2026-02-22T02:42:00Z
2026-02-22,GBP,AUD,1.9426,2026-02-22T20:39:00Z
2026-02-23,GBP,USD,1.2648,2026-02-23T02:56:00Z
2026-02-23,GBP,EUR,1.1587,2026-02-23T09:49:00Z
2026-02-23,GBP,CAD,1.724,2026-02-23T03:45:00Z
2026-02-23,GBP,AUD,1.9314,2026-02-23T18:10:00Z
2026-02-24,GBP,USD,1.2601,2026-02-24T03:38:00Z
2026-02-24,GBP,EUR,1.163,2026-02-24T20:44:00Z
2026-02-24,GBP,CAD,1.7155,2026-02-24T22:08:00Z
2026-02-24,GBP,AUD,1.9233,2026-02-24T20:48:00Z
2026-02-25,GBP,USD,1.2854,2026-02-25T10:54:00Z
2026-02-25,GBP,EUR,1.1767,2026-02-25T02:21:00Z
2026-02-25,GBP,CAD,1.7007,2026-02-25T18:28:00Z
2026-02-25,GBP,AUD,1.9253,2026-02-25T20:47:00Z
2026-02-26,GBP,USD,1.2593,2026-02-26T18:45:00Z
2026-02-26,GBP,EUR,1.1895,2026-02-26T07:01:00Z
2026-02-26,GBP,CAD,1.7247,2026-02-26T03:19:00Z
2026-02-26,GBP,AUD,1.9195,2026-02-26T13:48:00Z
2026-02-27,GBP,USD,1.2597,2026-02-27T02:03:00Z
2026-02-27,GBP,EUR,1.1555,2026-02-27T15:18:00Z
2026-02-27,GBP,CAD,1.7081,2026-02-27T12:13:00Z
2026-02-27,GBP,AUD,1.9357,2026-02-27T07:59:00Z
2026-02-28,GBP,USD,1.279,2026-02-28T14:47:00Z
2026-02-28,GBP,EUR,1.1851,2026-02-28T04:17:00Z
2026-02-28,GBP,CAD,1.7127,2026-02-28T01:33:00Z
2026-02-28,GBP,AUD,1.9417,2026-02-28T13:41:00Z
2026-03-01,GBP,USD,1.2825,2026-03-01T00:14:00Z
2026-03-01,GBP,EUR,1.1839,2026-03-01T10:21:00Z
2026-03-01,GBP,CAD,1.7097,2026-03-01T17:03:00Z
2026-03-01,GBP,AUD,1.9463,2026-03-01T21:15:00Z
2026-03-02,GBP,USD,1.2821,2026-03-02T22:46:00Z
2026-03-02,GBP,EUR,1.1589,2026-03-02T12:33:00Z
2026-03-02,GBP,CAD,1.7129,2026-03-02T14:40:00Z
2026-03-02,GBP,AUD,1.9102,2026-03-02T15:04:00Z
2026-03-03,GBP,USD,1.2881,2026-03-03T01:40:00Z
2026-03-03,GBP,EUR,1.1897,2026-03-03T06:08:00Z
2026-03-03,GBP,CAD,1.7037,2026-03-03T18:35:00Z
2026-03-03,GBP,AUD,1.9432,2026-03-03T06:15:00Z
2026-03-04,GBP,USD,1.2703,2026-03-04T13:46:00Z
2026-03-04,GBP,EUR,1.1687,2026-03-04T05:46:00Z
2026-03-04,GBP,CAD,1.7079,2026-03-04T13:11:00Z
2026-03-04,GBP,AUD,1.9342,2026-03-04T09:18:00Z
2026-03-05,GBP,USD,1.2731,2026-03-05T20:12:00Z
2026-03-05,GBP,EUR,1.1609,2026-03-05T15:05:00Z
2026-03-05,GBP,CAD,1.738,2026-03-05T11:25:00Z
2026-03-05,GBP,AUD,1.9251,2026-03-05T15:28:00Z
2026-03-06,GBP,USD,1.2669,2026-03-06T19:47:00Z
2026-03-06,GBP,EUR,1.1673,2026-03-06T04:52:00Z
2026-03-06,GBP,CAD,1.7382,2026-03-06T15:01:00Z
2026-03-06,GBP,AUD,1.9405,2026-03-06T13:54:00Z
2026-03-07,GBP,USD,1.2533,2026-03-07T09:38:00Z
2026-03-07,GBP,EUR,1.1715,2026-03-07T17:46:00Z
2026-03-07,GBP,CAD,1.707,2026-03-07T12:29:00Z
2026-03-07,GBP,AUD,1.9222,2026-03-07T09:24:00Z
2026-03-08,GBP,USD,1.2725,2026-03-08T15:04:00Z
2026-03-08,GBP,EUR,1.1633,2026-03-08T22:30:00Z
2026-03-08,GBP,CAD,1.7078,2026-03-08T06:00:00Z
2026-03-08,GBP,AUD,1.9105,2026-03-08T16:46:00Z
2026-03-09,GBP,USD,1.279,2026-03-09T15:25:00Z
2026-03-09,GBP,EUR,1.187,2026-03-09T12:47:00Z
2026-03-09,GBP,CAD,1.7149,2026-03-09T15:19:00Z
2026-03-09,GBP,AUD,1.9356,2026-03-09T18:04:00Z
2026-03-10,GBP,USD,1.2664,2026-03-10T01:58:00Z
2026-03-10,GBP,EUR,1.155,2026-03-10T18:10:00Z
2026-03-10,GBP,CAD,1.7078,2026-03-10T13:16:00Z
2026-03-10,GBP,AUD,1.9409,2026-03-10T23:22:00Z
2026-03-11,GBP,USD,1.2704,2026-03-11T15:40:00Z
2026-03-11,GBP,EUR,1.1775,2026-03-11T22:03:00Z
2026-03-11,GBP,CAD,1.726,2026-03-11T13:47:00Z
2026-03-11,GBP,AUD,1.9199,2026-03-11T15:02:00Z
2026-03-12,GBP,USD,1.2869,2026-03-12T11:40:00Z
2026-03-12,GBP,EUR,1.1783,2026-03-12T00:44:00Z
2026-03-12,GBP,CAD,1.7266,2026-03-12T04:16:00Z
2026-03-12,GBP,AUD,1.9342,2026-03-12T21:09:00Z
2026-03-13,GBP,USD,1.2602,2026-03-13T19:37:00Z
2026-03-13,GBP,EUR,1.1881,2026-03-13T05:00:00Z
2026-03-13,GBP,CAD,1.7047,2026-03-13T02:41:00Z
2026-03-13,GBP,AUD,1.9385,2026-03-13T12:25:00Z
2026-03-14,GBP,USD,1.2782,2026-03-14T02:33:00Z
2026-03-14,GBP,EUR,1.1864,2026-03-14T13:10:00Z
2026-03-14,GBP,CAD,1.7332,2026-03-14T08:44:00Z
2026-03-14,GBP,AUD,1.9221,2026-03-14T17:42:00Z
2026-03-15,GBP,USD,1.2855,2026-03-15T18:19:00Z
2026-03-15,GBP,EUR,1.1794,2026-03-15T23:55:00Z
2026-03-15,GBP,CAD,1.7036,2026-03-15T20:36:00Z
2026-03-15,GBP,AUD,1.9411,2026-03-15T11:52:00Z
2026-03-16,GBP,USD,1.2557,2026-03-16T23:13:00Z
2026-03-16,GBP,EUR,1.1872,2026-03-16T12:44:00Z
2026-03-16,GBP,CAD,1.7123,2026-03-16T05:52:00Z
2026-03-16,GBP,AUD,1.9297,2026-03-16T03:04:00Z
2026-03-17,GBP,USD,1.2809,2026-03-17T13:33:00Z
2026-03-17,GBP,EUR,1.1667,2026-03-17T09:46:00Z
2026-03-17,GBP,CAD,1.7172,2026-03-17T05:23:00Z
2026-03-17,GBP,AUD,1.9175,2026-03-17T04:12:00Z
2026-03-18,GBP,USD,1.2695,2026-03-18T16:07:00Z
2026-03-18,GBP,EUR,1.168,2026-03-18T06:11:00Z
2026-03-18,GBP,CAD,1.708,2026-03-18T23:11:00Z
2026-03-18,GBP,AUD,1.9424,2026-03-18T06:16:00Z
2026-03-19,GBP,USD,1.2893,2026-03-19T13:28:00Z
2026-03-19,GBP,EUR,1.1751,2026-03-19T19:06:00Z
2026-03-19,GBP,CAD,1.7347,2026-03-19T05:05:00Z
2026-03-19,GBP,AUD,1.9217,2026-03-19T12:07:00Z
2026-03-20,GBP,USD,1.2611,2026-03-20T10:01:00Z
2026-03-20,GBP,EUR,1.1734,2026-03-20T15:31:00Z
2026-03-20,GBP,CAD,1.7269,2026-03-20T03:00:00Z
2026-03-20,GBP,AUD,1.9124,2026-03-20T00:42:00Z
2026-03-21,GBP,USD,1.2733,2026-03-21T01:06:00Z
2026-03-21,GBP,EUR,1.1584,2026-03-21T00:24:00Z
2026-03-21,GBP,CAD,1.7241,2026-03-21T08:59:00Z
2026-03-21,GBP,AUD,1.9294,2026-03-21T10:38:00Z
2026-03-22,GBP,USD,1.2672,2026-03-22T11:43:00Z
2026-03-22,GBP,EUR,1.1856,2026-03-22T10:52:00Z
2026-03-22,GBP,CAD,1.7096,2026-03-22T11:42:00Z
2026-03-22,GBP,AUD,1.9259,2026-03-22T19:03:00Z
2026-03-23,GBP,USD,1.289,2026-03-23T10:51:00Z
2026-03-23,GBP,EUR,1.154,2026-03-23T14:55:00Z
2026-03-23,GBP,CAD,1.7279,2026-03-23T23:53:00Z
2026-03-23,GBP,AUD,1.9455,2026-03-23T04:01:00Z
2026-03-24,GBP,USD,1.2741,2026-03-24T16:17:00Z
2026-03-24,GBP,EUR,1.188,2026-03-24T07:23:00Z
2026-03-24,GBP,CAD,1.7181,2026-03-24T21:42:00Z
2026-03-24,GBP,AUD,1.9448,2026-03-24T16:26:00Z
2026-03-25,GBP,USD,1.2764,2026-03-25T00:40:00Z
2026-03-25,GBP,EUR,1.1883,2026-03-25T10:01:00Z
2026-03-25,GBP,CAD,1.7254,2026-03-25T01:51:00Z
2026-03-25,GBP,AUD,1.9394,2026-03-25T21:28:00Z
2026-03-26,GBP,USD,1.2593,2026-03-26T15:25:00Z
2026-03-26,GBP,EUR,1.1796,2026-03-26T02:22:00Z
2026-03-26,GBP,CAD,1.7171,2026-03-26T15:42:00Z
2026-03-26,GBP,AUD,1.9443,2026-03-26T03:46:00Z
2026-03-27,GBP,USD,1.2654,2026-03-27T19:12:00Z
2026-03-27,GBP,EUR,1.1785,2026-03-27T16:56:00Z
2026-03-27,GBP,CAD,1.7229,2026-03-27T22:32:00Z
2026-03-27,GBP,AUD,1.9113,2026-03-27T15:50:00Z
2026-03-28,GBP,USD,1.2535,2026-03-28T21:35:00Z
2026-03-28,GBP,EUR,1.1895,2026-03-28T14:10:00Z
2026-03-28,GBP,CAD,1.7359,2026-03-28T03:30:00Z
2026-03-28,GBP,AUD,1.9365,2026-03-28T07:15:00Z
2026-03-29,GBP,USD,1.2585,2026-03-29T21:44:00Z
2026-03-29,GBP,EUR,1.1536,2026-03-29T13:45:00Z
2026-03-29,GBP,CAD,1.7012,2026-03-29T10:57:00Z
2026-03-29,GBP,AUD,1.9253,2026-03-29T08:14:00Z
2026-03-30,GBP,USD,1.2788,2026-03-30T21:30:00Z
2026-03-30,GBP,EUR,1.1881,2026-03-30T21:07:00Z
2026-03-30,GBP,CAD,1.7266,2026-03-30T17:40:00Z
2026-03-30,GBP,AUD,1.939,2026-03-30T02:50:00Z
2026-03-31,GBP,USD,1.2777,2026-03-31T07:59:00Z
2026-03-31,GBP,EUR,1.173,2026-03-31T19:04:00Z
2026-03-31,GBP,CAD,1.7258,2026-03-31T12:58:00Z
2026-03-31,GBP,AUD,1.9387,2026-03-31T23:46:00Z
2026-04-01,GBP,USD,1.2653,2026-04-01T20:50:00Z
2026-04-01,GBP,EUR,1.1725,2026-04-01T13:51:00Z
2026-04-01,GBP,CAD,1.7093,2026-04-01T08:07:00Z
2026-04-01,GBP,AUD,1.9216,2026-04-01T03:05:00Z
2026-04-02,GBP,USD,1.2636,2026-04-02T18:59:00Z
2026-04-02,GBP,EUR,1.1575,2026-04-02T03:36:00Z
2026-04-02,GBP,CAD,1.7147,2026-04-02T10:24:00Z
2026-04-02,GBP,AUD,1.9331,2026-04-02T00:19:00Z
2026-04-03,GBP,USD,1.2525,2026-04-03T17:12:00Z
2026-04-03,GBP,EUR,1.1839,2026-04-03T13:20:00Z
2026-04-03,GBP,CAD,1.7309,2026-04-03T21:59:00Z
2026-04-03,GBP,AUD,1.9419,2026-04-03T16:42:00Z
2026-04-04,GBP,USD,1.2741,2026-04-04T07:06:00Z
2026-04-04,GBP,EUR,1.1658,2026-04-04T17:54:00Z
2026-04-04,GBP,CAD,1.7184,2026-04-04T04:52:00Z
2026-04-04,GBP,AUD,1.9477,2026-04-04T07:31:00Z
2026-04-05,GBP,USD,1.2772,2026-04-05T04:38:00Z
2026-04-05,GBP,EUR,1.1613,2026-04-05T23:42:00Z
2026-04-05,GBP,CAD,1.734,2026-04-05T22:02:00Z
2026-04-05,GBP,AUD,1.934,2026-04-05T09:32:00Z
2026-04-06,GBP,USD,1.2896,2026-04-06T03:17:00Z
2026-04-06,GBP,EUR,1.1899,2026-04-06T22:36:00Z
2026-04-06,GBP,CAD,1.7191,2026-04-06T06:31:00Z
2026-04-06,GBP,AUD,1.9217,2026-04-06T12:03:00Z
2026-04-07,GBP,USD,1.2892,2026-04-07T10:09:00Z
2026-04-07,GBP,EUR,1.1831,2026-04-07T06:54:00Z
2026-04-07,GBP,CAD,1.7293,2026-04-07T07:44:00Z
2026-04-07,GBP,AUD,1.9394,2026-04-07T05:54:00Z
2026-04-08,GBP,USD,1.2695,2026-04-08T12:19:00Z
2026-04-08,GBP,EUR,1.1894,2026-04-08T21:58:00Z
2026-04-08,GBP,CAD,1.7339,2026-04-08T00:35:00Z
2026-04-08,GBP,AUD,1.9257,2026-04-08T13:43:00Z
2026-04-09,GBP,USD,1.2689,2026-04-09T11:48:00Z
2026-04-09,GBP,EUR,1.1657,2026-04-09T02:33:00Z
2026-04-09,GBP,CAD,1.7291,2026-04-09T09:44:00Z
2026-04-09,GBP,AUD,1.9469,2026-04-09T22:54:00Z
2026-04-10,GBP,USD,1.2719,2026-04-10T03:08:00Z
2026-04-10,GBP,EUR,1.1629,2026-04-10T18:55:00Z
2026-04-10,GBP,CAD,1.7322,2026-04-10T22:19:00Z
2026-04-10,GBP,AUD,1.9283,2026-04-10T05:36:00Z
2026-04-11,GBP,USD,1.2555,2026-04-11T22:30:00Z
2026-04-11,GBP,EUR,1.1616,2026-04-11T04:13:00Z
2026-04-11,GBP,CAD,1.7087,2026-04-11T23:12:00Z
2026-04-11,GBP,AUD,1.9394,2026-04-11T00:23:00Z
2026-04-12,GBP,USD,1.279,2026-04-12T18:06:00Z
2026-04-12,GBP,EUR,1.1771,2026-04-12T04:24:00Z
2026-04-12,GBP,CAD,1.738,2026-04-12T13:43:00Z
2026-04-12,GBP,AUD,1.9437,2026-04-12T01:06:00Z
2026-04-13,GBP,USD,1.2642,2026-04-13T15:11:00Z
2026-04-13,GBP,EUR,1.1878,2026-04-13T03:32:00Z
2026-04-13,GBP,CAD,1.726,2026-04-13T18:27:00Z
2026-04-13,GBP,AUD,1.9488,2026-04-13T20:46:00Z
2026-04-14,GBP,USD,1.2662,2026-04-14T01:07:00Z
2026-04-14,GBP,EUR,1.1596,2026-04-14T15:19:00Z
2026-04-14,GBP,CAD,1.7275,2026-04-14T05:41:00Z
2026-04-14,GBP,AUD,1.9398,2026-04-14T22:50:00Z
2026-04-15,GBP,USD,1.2768,2026-04-15T02:49:00Z
2026-04-15,GBP,EUR,1.1685,2026-04-15T20:24:00Z
2026-04-15,GBP,CAD,1.711,2026-04-15T20:28:00Z
2026-04-15,GBP,AUD,1.9247,2026-04-15T03:07:00Z
2026-04-16,GBP,USD,1.2533,2026-04-16T15:41:00Z
2026-04-16,GBP,EUR,1.1768,2026-04-16T16:14:00Z
2026-04-16,GBP,CAD,1.7009,2026-04-16T18:36:00Z
2026-04-16,GBP,AUD,1.9292,2026-04-16T22:47:00Z
2026-04-17,GBP,USD,1.2538,2026-04-17T18:11:00Z
2026-04-17,GBP,EUR,1.1654,2026-04-17T20:44:00Z
2026-04-17,GBP,CAD,1.7173,2026-04-17T18:08:00Z
2026-04-17,GBP,AUD,1.914,2026-04-17T02:45:00Z
2026-04-18,GBP,USD,1.2864,2026-04-18T17:11:00Z
2026-04-18,GBP,EUR,1.1662,2026-04-18T22:01:00Z
2026-04-18,GBP,CAD,1.7158,2026-04-18T17:50:00Z
2026-04-18,GBP,AUD,1.9425,2026-04-18T15:04:00Z
2026-04-19,GBP,USD,1.2708,2026-04-19T18:34:00Z
2026-04-19,GBP,EUR,1.1785,2026-04-19T20:07:00Z
2026-04-19,GBP,CAD,1.7301,2026-04-19T06:42:00Z
2026-04-19,GBP,AUD,1.9459,2026-04-19T05:55:00Z
2026-04-20,GBP,USD,1.274,2026-04-20T05:00:00Z
2026-04-20,GBP,EUR,1.1722,2026-04-20T10:07:00Z
2026-04-20,GBP,CAD,1.7016,2026-04-20T18:13:00Z
2026-04-20,GBP,AUD,1.9361,2026-04-20T02:35:00Z
2026-04-21,GBP,USD,1.2603,2026-04-21T01:05:00Z
2026-04-21,GBP,EUR,1.1892,2026-04-21T16:19:00Z
2026-04-21,GBP,CAD,1.7145,2026-04-21T17:10:00Z
2026-04-21,GBP,AUD,1.9269,2026-04-21T21:00:00Z
2026-04-22,GBP,USD,1.2599,2026-04-22T01:33:00Z
2026-04-22,GBP,EUR,1.1862,2026-04-22T09:42:00Z
2026-04-22,GBP,CAD,1.7214,2026-04-22T04:36:00Z
2026-04-22,GBP,AUD,1.9296,2026-04-22T10:33:00Z
2026-04-23,GBP,USD,1.2864,2026-04-23T11:38:00Z
2026-04-23,GBP,EUR,1.1715,2026-04-23T06:44:00Z
2026-04-23,GBP,CAD,1.704,2026-04-23T01:15:00Z
2026-04-23,GBP,AUD,1.9115,2026-04-23T04:19:00Z
2026-04-24,GBP,USD,1.2842,2026-04-24T06:08:00Z
2026-04-24,GBP,EUR,1.1741,2026-04-24T06:37:00Z
2026-04-24,GBP,CAD,1.7144,2026-04-24T04:46:00Z
2026-04-24,GBP,AUD,1.9349,2026-04-24T02:35:00Z
2026-04-25,GBP,USD,1.2602,2026-04-25T12:41:00Z
2026-04-25,GBP,EUR,1.1861,2026-04-25T12:29:00Z
2026-04-25,GBP,CAD,1.7033,2026-04-25T08:43:00Z
2026-04-25,GBP,AUD,1.927,2026-04-25T22:09:00Z
2026-04-26,GBP,USD,1.2714,2026-04-26T02:40:00Z
2026-04-26,GBP,EUR,1.1793,2026-04-26T20:44:00Z
2026-04-26,GBP,CAD,1.7258,2026-04-26T22:23:00Z
2026-04-26,GBP,AUD,1.9325,2026-04-26T20:52:00Z
2026-04-27,GBP,USD,1.2705,2026-04-27T05:26:00Z
2026-04-27,GBP,EUR,1.1829,2026-04-27T10:50:00Z
2026-04-27,GBP,CAD,1.7173,2026-04-27T00:38:00Z
2026-04-27,GBP,AUD,1.9199,2026-04-27T08:07:00Z
2026-04-28,GBP,USD,1.2713,2026-04-28T21:35:00Z
2026-04-28,GBP,EUR,1.1663,2026-04-28T10:40:00Z
2026-04-28,GBP,CAD,1.7036,2026-04-28T10:49:00Z
2026-04-28,GBP,AUD,1.9209,2026-04-28T07:17:00Z
2026-04-29,GBP,USD,1.2504,2026-04-29T12:14:00Z
2026-04-29,GBP,EUR,1.1651,2026-04-29T03:50:00Z
2026-04-29,GBP,CAD,1.737,2026-04-29T05:33:00Z
2026-04-29,GBP,AUD,1.9391,2026-04-29T09:37:00Z
2026-04-30,GBP,USD,1.2829,2026-04-30T15:06:00Z
2026-04-30,GBP,EUR,1.1712,2026-04-30T22:36:00Z
2026-04-30,GBP,CAD,1.7346,2026-04-30T17:17:00Z
2026-04-30,GBP,AUD,1.9343,2026-04-30T01:10:00Z
2026-05-01,GBP,USD,1.2627,2026-05-01T12:11:00Z
2026-05-01,GBP,EUR,1.1638,2026-05-01T23:43:00Z
2026-05-01,GBP,CAD,1.7387,2026-05-01T17:35:00Z
2026-05-01,GBP,AUD,1.9338,2026-05-01T12:30:00Z
2026-05-02,GBP,USD,1.2737,2026-05-02T08:00:00Z
2026-05-02,GBP,EUR,1.1775,2026-05-02T22:09:00Z
2026-05-02,GBP,CAD,1.7263,2026-05-02T04:24:00Z
2026-05-02,GBP,AUD,1.9327,2026-05-02T08:03:00Z
2026-05-03,GBP,USD,1.2867,2026-05-03T20:23:00Z
2026-05-03,GBP,EUR,1.1783,2026-05-03T07:43:00Z
2026-05-03,GBP,CAD,1.7243,2026-05-03T22:29:00Z
2026-05-03,GBP,AUD,1.9173,2026-05-03T11:51:00Z
2026-05-04,GBP,USD,1.2687,2026-05-04T09:17:00Z
2026-05-04,GBP,EUR,1.1881,2026-05-04T16:45:00Z
2026-05-04,GBP,CAD,1.7353,2026-05-04T07:19:00Z
2026-05-04,GBP,AUD,1.9354,2026-05-04T02:19:00Z
2026-05-05,GBP,USD,1.2663,2026-05-05T10:54:00Z
2026-05-05,GBP,EUR,1.1536,2026-05-05T02:04:00Z
2026-05-05,GBP,CAD,1.7292,2026-05-05T02:10:00Z
2026-05-05,GBP,AUD,1.933,2026-05-05T02:47:00Z
2026-05-06,GBP,USD,1.2614,2026-05-06T15:51:00Z
2026-05-06,GBP,EUR,1.185,2026-05-06T13:43:00Z
2026-05-06,GBP,CAD,1.7203,2026-05-06T23:08:00Z
2026-05-06,GBP,AUD,1.9292,2026-05-06T16:43:00Z
2026-05-07,GBP,USD,1.2899,2026-05-07T17:44:00Z
2026-05-07,GBP,EUR,1.155,2026-05-07T00:39:00Z
2026-05-07,GBP,CAD,1.7076,2026-05-07T23:00:00Z
2026-05-07,GBP,AUD,1.9386,2026-05-07T22:34:00Z
2026-05-08,GBP,USD,1.28,2026-05-08T07:47:00Z
2026-05-08,GBP,EUR,1.1764,2026-05-08T16:43:00Z
2026-05-08,GBP,CAD,1.7244,2026-05-08T19:28:00Z
